"campaign_id";"company_size";"industry";"marketing_channel";"ad_spend";"duration";"target_audience";"region";"device";"operating_system";"browser";"engagement_metric";"conversion_rate";"success";"budget_allocation";"audience_reach";"device_conversion_rate";"os_conversion_rate";"browser_conversion_rate";"total_conversions";"revenue";"ROAS";"CPA"
794;"51-100";"e-commerce";"social media";17805;75;"55+";"Asia-Pacific";"tablet";"iOS";"Safari";77016;0.830850824;1;237.4;128360.0;0.7;0.9;0.7;63989.0;1919660.0;107.816;0.278251
795;"1-10";"services";"influencer";9400;66;"suburban";"Africa";"tablet";"Windows";"Firefox";239786;0.699087678;1;142.4242424;266428.8889;0.7;0.7;0.8;167631.0;13410500.0;1426.65;0.0560755
796;"100+";"services";"email";46614;84;"urban";"Africa";"desktop";"Android";"Safari";429100;0.428423291;1;554.9285714;357583.3333;0.9;0.8;0.7;183836.0;14706900.0;315.504;0.253563
797;"100+";"manufacturing";"social media";31553;29;"18-34";"North America";"mobile";"iOS";"Firefox";160665;0.331573478;1;1088.034483;160665.0;0.8;0.9;0.8;53272.0;2663610.0;84.4171;0.5923
798;"11-50";"services";"search engine";21564;63;"55+";"North America";"tablet";"iOS";"Safari";283715;0.734073063;1;342.2857143;472858.3333;0.7;0.9;0.7;208268.0;16661400.0;772.649;0.10354
799;"51-100";"finance";"content marketing";25509;41;"35-54";"North America";"desktop";"Windows";"Chrome";286518;0.298163873;0;622.1707317;358147.5;0.9;0.7;0.9;85429.0;12814400.0;502.348;0.298599
800;"100+";"e-commerce";"content marketing";40787;7;"suburban";"Asia-Pacific";"desktop";"iOS";"Firefox";108554;0.061856949;1;5826.714286;120615.5556;0.9;0.9;0.8;6715.0;201445.0;4.93894;6.07401
801;"51-100";"manufacturing";"email";5764;54;"18-34";"South America";"desktop";"iOS";"Firefox";268160;0.247006789;1;106.7407407;268160.0;0.9;0.9;0.8;66237.0;3311870.0;574.578;0.0870209
802;"1-10";"finance";"social media";25519;55;"rural";"Asia-Pacific";"tablet";"Windows";"Chrome";351603;0.755234064;1;463.9818182;502290.0;0.7;0.7;0.9;265543.0;39831400.0;1560.85;0.0961012
803;"11-50";"e-commerce";"social media";15558;46;"urban";"South America";"desktop";"iOS";"Firefox";429386;0.793220973;1;338.2173913;357821.6667;0.9;0.9;0.8;340598.0;10217900.0;656.764;0.0456785
804;"51-100";"finance";"search engine";21175;68;"rural";"North America";"tablet";"Windows";"Safari";133135;0.276607483;1;311.3970588;190192.8571;0.7;0.7;0.7;36826.0;5523920.0;260.87;0.575001
805;"11-50";"finance";"social media";31947;21;"rural";"Asia-Pacific";"mobile";"iOS";"Firefox";3622;0.327923076;1;1521.285714;5174.285714;0.8;0.9;0.8;1188.0;178161.0;5.57676;26.8914
806;"51-100";"e-commerce";"social media";19214;36;"55+";"North America";"desktop";"Android";"Safari";452392;0.549338528;1;533.7222222;753986.6667;0.9;0.8;0.7;248516.0;7455490.0;388.024;0.0773149
807;"100+";"services";"influencer";26422;27;"suburban";"Africa";"desktop";"Windows";"Safari";388649;0.261968306;1;978.5925926;431832.2222;0.9;0.7;0.7;101814.0;8145100.0;308.27;0.259512
808;"100+";"manufacturing";"email";11799;14;"55+";"North America";"tablet";"Android";"Firefox";350068;0.606173615;1;842.7857143;583446.6667;0.7;0.8;0.8;212202.0;10610100.0;899.237;0.0556027
809;"11-50";"finance";"social media";37021;13;"suburban";"Asia-Pacific";"tablet";"Android";"Firefox";48948;0.282043554;1;2847.769231;54386.66667;0.7;0.8;0.8;13805.0;2070820.0;55.9364;2.68171
810;"1-10";"retail";"search engine";19509;40;"urban";"Africa";"tablet";"Windows";"Firefox";294983;0.120875261;0;487.725;245819.1667;0.7;0.7;0.8;35656.0;1069680.0;54.8303;0.547145
811;"100+";"technology";"content marketing";14974;70;"35-54";"Africa";"mobile";"Android";"Chrome";448141;0.154832254;1;213.9142857;560176.25;0.8;0.8;0.9;69387.0;5550930.0;370.705;0.215804
812;"100+";"finance";"social media";34356;48;"35-54";"South America";"tablet";"iOS";"Firefox";470211;0.250550013;1;715.75;587763.75;0.7;0.9;0.8;117811.0;17671700.0;514.37;0.29162
813;"1-10";"e-commerce";"social media";23840;59;"18-34";"Europe";"desktop";"Windows";"Firefox";360026;0.167905671;1;404.0677966;360026.0;0.9;0.7;0.8;60450.0;1813510.0;76.0701;0.394376
814;"100+";"finance";"content marketing";43449;76;"55+";"Africa";"mobile";"iOS";"Safari";43403;0.974342656;1;571.6973684;72338.33333;0.8;0.9;0.7;42289.0;6343410.0;145.997;1.02743
815;"100+";"healthcare";"influencer";11997;16;"55+";"Europe";"tablet";"Android";"Firefox";257393;0.658370524;1;749.8125;428988.3333;0.7;0.8;0.8;169460.0;25419000.0;2118.78;0.0707955
816;"11-50";"retail";"email";14374;64;"55+";"North America";"tablet";"Windows";"Chrome";215811;0.179258714;1;224.59375;359685.0;0.7;0.7;0.9;38686.0;1160580.0;80.7416;0.371556
817;"11-50";"finance";"influencer";41900;89;"35-54";"North America";"desktop";"Android";"Safari";488974;0.423903143;1;470.7865169;611217.5;0.9;0.8;0.7;207278.0;31091600.0;742.044;0.202144
818;"11-50";"healthcare";"search engine";7453;10;"18-34";"Africa";"desktop";"iOS";"Safari";37961;0.269129512;1;745.3;37961.0;0.9;0.9;0.7;10216.0;1532460.0;205.617;0.729542
819;"1-10";"services";"social media";5538;14;"35-54";"South America";"tablet";"Windows";"Firefox";228912;0.684529651;1;395.5714286;286140.0;0.7;0.7;0.8;156697.0;12535800.0;2263.59;0.0353421
820;"11-50";"manufacturing";"influencer";15615;18;"rural";"North America";"mobile";"Android";"Safari";89106;0.867276439;1;867.5;127294.2857;0.8;0.8;0.7;77280.0;3863980.0;247.453;0.202057
821;"100+";"manufacturing";"email";35593;87;"suburban";"Europe";"tablet";"Windows";"Safari";126714;0.400826609;1;409.1149425;140793.3333;0.7;0.7;0.7;50790.0;2539520.0;71.3488;0.700788
822;"1-10";"e-commerce";"search engine";7303;31;"55+";"Africa";"mobile";"Android";"Firefox";161951;0.428837138;1;235.5806452;269918.3333;0.8;0.8;0.8;69451.0;2083520.0;285.296;0.105153
823;"11-50";"finance";"influencer";23556;33;"suburban";"Africa";"desktop";"iOS";"Firefox";366703;0.398466126;1;713.8181818;407447.7778;0.9;0.9;0.8;146119.0;21917800.0;930.455;0.161211
824;"11-50";"e-commerce";"social media";39103;8;"rural";"South America";"desktop";"Windows";"Chrome";70329;0.449224584;1;4887.875;100470.0;0.9;0.7;0.9;31594.0;947806.0;24.2387;1.23767
825;"11-50";"technology";"email";40027;79;"urban";"Africa";"mobile";"Android";"Chrome";126017;0.035851681;1;506.6708861;105014.1667;0.8;0.8;0.9;4518.0;361434.0;9.02975;8.85945
826;"100+";"retail";"social media";11615;61;"suburban";"Asia-Pacific";"mobile";"Android";"Firefox";411352;0.592604724;1;190.4098361;457057.7778;0.8;0.8;0.8;243769.0;7313070.0;629.623;0.0476476
827;"11-50";"e-commerce";"social media";36468;64;"suburban";"Europe";"desktop";"iOS";"Safari";289949;0.952037966;1;569.8125;322165.5556;0.9;0.9;0.7;276042.0;8281270.0;227.083;0.13211
828;"11-50";"finance";"search engine";13691;39;"suburban";"Asia-Pacific";"mobile";"Windows";"Chrome";306041;0.785322517;1;351.0512821;340045.5556;0.8;0.7;0.9;240341.0;36051100.0;2633.2;0.0569649
829;"51-100";"finance";"email";38578;89;"35-54";"Asia-Pacific";"desktop";"Android";"Chrome";231203;0.861411409;1;433.4606742;289003.75;0.9;0.8;0.9;199161.0;29874100.0;774.383;0.193703
830;"11-50";"retail";"content marketing";28732;55;"suburban";"Europe";"tablet";"iOS";"Firefox";215469;0.229135923;0;522.4;239410.0;0.7;0.9;0.8;49372.0;1481150.0;51.5506;0.581949
831;"11-50";"services";"social media";28940;11;"rural";"Africa";"mobile";"Windows";"Safari";81391;0.607180055;0;2630.909091;116272.8571;0.8;0.7;0.7;49419.0;3953520.0;136.611;0.585605
832;"11-50";"e-commerce";"email";41481;53;"55+";"Africa";"mobile";"Android";"Chrome";199111;0.892970412;1;782.6603774;331851.6667;0.8;0.8;0.9;177800.0;5334010.0;128.589;0.233301
833;"1-10";"manufacturing";"social media";8704;30;"18-34";"Asia-Pacific";"desktop";"Android";"Firefox";86591;0.068606305;1;290.1333333;86591.0;0.9;0.8;0.8;5941.0;297034.0;34.1262;1.46507
834;"1-10";"services";"influencer";38978;50;"urban";"Europe";"mobile";"Windows";"Firefox";194490;0.877254386;0;779.56;162075.0;0.8;0.7;0.8;170617.0;13649400.0;350.182;0.228453
835;"11-50";"retail";"influencer";19211;74;"55+";"North America";"mobile";"Windows";"Safari";76667;0.064500718;1;259.6081081;127778.3333;0.8;0.7;0.7;4945.0;148352.0;7.72226;3.88493
836;"11-50";"finance";"email";41513;20;"18-34";"Europe";"tablet";"Android";"Firefox";155711;0.983068421;1;2075.65;155711.0;0.7;0.8;0.8;153075.0;22961200.0;553.108;0.271194
837;"100+";"retail";"search engine";15178;42;"55+";"Asia-Pacific";"desktop";"iOS";"Firefox";216619;0.083921537;0;361.3809524;361031.6667;0.9;0.9;0.8;18179.0;545370.0;35.9316;0.834919
838;"11-50";"finance";"content marketing";29175;57;"suburban";"Europe";"mobile";"iOS";"Firefox";172663;0.367966552;1;511.8421053;191847.7778;0.8;0.9;0.8;63534.0;9530130.0;326.654;0.459203
839;"11-50";"technology";"influencer";22875;12;"urban";"Europe";"tablet";"iOS";"Chrome";61226;0.05464803;1;1906.25;51021.66667;0.7;0.9;0.9;3346.0;267670.0;11.7014;6.83652
840;"51-100";"manufacturing";"search engine";20816;23;"55+";"North America";"tablet";"Windows";"Safari";467578;0.056772892;1;905.0434783;779296.6667;0.7;0.7;0.7;26546.0;1327290.0;63.7629;0.784148
841;"1-10";"finance";"content marketing";37441;88;"urban";"South America";"tablet";"Android";"Firefox";477726;0.866284178;1;425.4659091;398105.0;0.7;0.8;0.8;413846.0;62077000.0;1657.99;0.0904709
842;"51-100";"manufacturing";"influencer";33846;78;"35-54";"South America";"mobile";"iOS";"Firefox";148934;0.063606992;1;433.9230769;186167.5;0.8;0.9;0.8;9473.0;473662.0;13.9946;3.57289
843;"1-10";"finance";"content marketing";20620;57;"35-54";"North America";"desktop";"Windows";"Safari";248278;0.792621533;1;361.754386;310347.5;0.9;0.7;0.7;196790.0;29518600.0;1431.55;0.104782
844;"100+";"services";"social media";27844;58;"suburban";"Europe";"tablet";"Android";"Chrome";289926;0.906881095;0;480.0689655;322140.0;0.7;0.8;0.9;262928.0;21034300.0;755.433;0.1059
845;"1-10";"e-commerce";"email";36589;18;"suburban";"Asia-Pacific";"mobile";"Android";"Safari";475257;0.935049852;1;2032.722222;528063.3333;0.8;0.8;0.7;444389.0;13331700.0;364.363;0.0823355
846;"11-50";"finance";"influencer";11110;87;"35-54";"North America";"desktop";"Windows";"Chrome";242821;0.864043757;1;127.7011494;303526.25;0.9;0.7;0.9;209808.0;31471200.0;2832.69;0.0529532
847;"1-10";"retail";"influencer";33940;7;"55+";"South America";"desktop";"Windows";"Firefox";280776;0.9551643;0;4848.571429;467960.0;0.9;0.7;0.8;268187.0;8045620.0;237.054;0.126553
848;"100+";"finance";"social media";39585;17;"18-34";"South America";"tablet";"iOS";"Safari";418377;0.05179346;1;2328.529412;418377.0;0.7;0.9;0.7;21669.0;3250380.0;82.1114;1.8268
849;"11-50";"finance";"influencer";11613;22;"18-34";"North America";"mobile";"Android";"Chrome";376061;0.996608548;1;527.8636364;376061.0;0.8;0.8;0.9;374786.0;56217800.0;4840.94;0.0309857
850;"11-50";"e-commerce";"influencer";42087;15;"35-54";"Europe";"tablet";"Android";"Safari";150668;0.020488645;1;2805.8;188335.0;0.7;0.8;0.7;3087.0;92609.5;2.20043;13.6336
851;"1-10";"retail";"influencer";12231;14;"18-34";"Africa";"desktop";"Android";"Firefox";183917;0.166514202;1;873.6428571;183917.0;0.9;0.8;0.8;30625.0;918744.0;75.116;0.39938
852;"51-100";"manufacturing";"influencer";16214;31;"55+";"Asia-Pacific";"mobile";"Android";"Chrome";272085;0.080948292;1;523.0322581;453475.0;0.8;0.8;0.9;22025.0;1101240.0;67.9191;0.736163
853;"11-50";"technology";"influencer";7877;80;"18-34";"Africa";"tablet";"iOS";"Firefox";61930;0.743995296;1;98.4625;61930.0;0.7;0.9;0.8;46076.0;3686050.0;467.951;0.170957
854;"100+";"finance";"search engine";37207;46;"rural";"Asia-Pacific";"desktop";"Android";"Safari";313485;0.087028507;1;808.8478261;447835.7143;0.9;0.8;0.7;27282.0;4092320.0;109.988;1.36379
855;"11-50";"services";"influencer";41855;73;"18-34";"Africa";"mobile";"Windows";"Firefox";198196;0.292685619;0;573.3561644;198196.0;0.8;0.7;0.8;58009.0;4640730.0;110.876;0.721526
856;"1-10";"retail";"social media";6147;29;"rural";"Africa";"mobile";"iOS";"Safari";282722;0.638076469;1;211.9655172;403888.5714;0.8;0.9;0.7;180398.0;5411950.0;880.421;0.0340747
857;"1-10";"healthcare";"influencer";12609;68;"35-54";"Asia-Pacific";"tablet";"Android";"Safari";429738;0.498016776;1;185.4264706;537172.5;0.7;0.8;0.7;214017.0;32102500.0;2546.0;0.0589159
858;"11-50";"e-commerce";"content marketing";14737;29;"urban";"Asia-Pacific";"tablet";"iOS";"Firefox";144593;0.136225499;1;508.1724138;120494.1667;0.7;0.9;0.8;19697.0;590918.0;40.0976;0.748185
859;"11-50";"finance";"content marketing";41751;50;"urban";"South America";"desktop";"iOS";"Chrome";345806;0.521535405;1;835.02;288171.6667;0.9;0.9;0.9;180350.0;27052500.0;647.949;0.2315
860;"1-10";"technology";"social media";45902;62;"55+";"Europe";"tablet";"iOS";"Safari";230240;0.340662667;1;740.3548387;383733.3333;0.7;0.9;0.7;78434.0;6274730.0;136.698;0.585231
861;"51-100";"finance";"search engine";10606;74;"urban";"Europe";"mobile";"Windows";"Safari";305323;0.585939214;1;143.3243243;254435.8333;0.8;0.7;0.7;178901.0;26835100.0;2530.18;0.0592842
862;"11-50";"services";"social media";49686;29;"suburban";"South America";"tablet";"iOS";"Chrome";34628;0.538495931;1;1713.310345;38475.55556;0.7;0.9;0.9;18647.0;1491760.0;30.0238;2.66456
863;"11-50";"e-commerce";"search engine";49861;15;"35-54";"Africa";"mobile";"Android";"Chrome";338665;0.989507172;1;3324.066667;423331.25;0.8;0.8;0.9;335111.0;10053300.0;201.627;0.14879
864;"11-50";"retail";"email";6095;10;"rural";"Asia-Pacific";"desktop";"Android";"Chrome";295057;0.863517227;1;609.5;421510.0;0.9;0.8;0.9;254787.0;7643600.0;1254.08;0.0239219
865;"11-50";"e-commerce";"content marketing";25211;40;"rural";"North America";"tablet";"Android";"Firefox";378344;0.003667372;1;630.275;540491.4286;0.7;0.8;0.8;1388.0;41625.8;1.6511;18.1635
866;"11-50";"finance";"content marketing";25669;88;"urban";"Africa";"mobile";"iOS";"Chrome";108211;0.176011857;1;291.6931818;90175.83333;0.8;0.9;0.9;19046.0;2856960.0;111.3;1.34774
867;"1-10";"e-commerce";"content marketing";22379;40;"18-34";"Europe";"desktop";"Android";"Safari";61456;0.913137554;1;559.475;61456.0;0.9;0.8;0.7;56118.0;1683530.0;75.2283;0.398785
868;"1-10";"finance";"search engine";27065;48;"urban";"Asia-Pacific";"mobile";"iOS";"Safari";194771;0.539457418;1;563.8541667;162309.1667;0.8;0.9;0.7;105071.0;15760600.0;582.324;0.257588
869;"100+";"retail";"social media";42429;9;"35-54";"South America";"desktop";"iOS";"Firefox";167281;0.759468211;1;4714.333333;209101.25;0.9;0.9;0.8;127045.0;3811340.0;89.8286;0.333968
870;"100+";"manufacturing";"search engine";21181;89;"18-34";"Africa";"tablet";"iOS";"Firefox";106629;0.503506656;1;237.988764;106629.0;0.7;0.9;0.8;53688.0;2684420.0;126.737;0.39452
871;"11-50";"e-commerce";"content marketing";24167;40;"18-34";"North America";"desktop";"Android";"Safari";19483;0.785764239;1;604.175;19483.0;0.9;0.8;0.7;15309.0;459271.0;19.0041;1.57861
872;"11-50";"technology";"content marketing";15087;49;"rural";"Africa";"mobile";"iOS";"Safari";292509;0.13277348;1;307.8979592;417870.0;0.8;0.9;0.7;38837.0;3107000.0;205.939;0.38847
873;"51-100";"retail";"content marketing";10682;73;"35-54";"South America";"mobile";"Windows";"Safari";192405;0.737901799;0;146.3287671;240506.25;0.8;0.7;0.7;141976.0;4259280.0;398.734;0.0752381
874;"11-50";"services";"content marketing";43729;43;"55+";"North America";"desktop";"Windows";"Firefox";10309;0.869606965;1;1016.953488;17181.66667;0.9;0.7;0.8;8965.0;717182.0;16.4006;4.87775
875;"1-10";"finance";"email";26152;18;"55+";"Africa";"tablet";"iOS";"Safari";416060;0.265649046;1;1452.888889;693433.3333;0.7;0.9;0.7;110526.0;16578900.0;633.944;0.236614
876;"1-10";"services";"content marketing";42972;87;"35-54";"South America";"mobile";"Android";"Safari";495545;0.368365847;1;493.9310345;619431.25;0.8;0.8;0.7;182542.0;14603300.0;339.834;0.235409
877;"51-100";"manufacturing";"search engine";12552;22;"rural";"Africa";"tablet";"iOS";"Firefox";229158;0.590581799;1;570.5454545;327368.5714;0.7;0.9;0.8;135337.0;6766830.0;539.104;0.0927463
878;"51-100";"retail";"content marketing";21468;68;"35-54";"Asia-Pacific";"desktop";"iOS";"Safari";424652;0.868242281;1;315.7058824;530815.0;0.9;0.9;0.7;368701.0;11061000.0;515.233;0.058226
879;"1-10";"e-commerce";"influencer";29531;23;"35-54";"Africa";"desktop";"Windows";"Safari";34786;0.907794467;0;1283.956522;43482.5;0.9;0.7;0.7;31579.0;947356.0;32.0801;0.935147
880;"11-50";"finance";"email";12084;21;"18-34";"South America";"mobile";"Android";"Chrome";212533;0.534425631;1;575.4285714;212533.0;0.8;0.8;0.9;113583.0;17037500.0;1409.92;0.106389
881;"11-50";"manufacturing";"content marketing";48848;32;"18-34";"Europe";"mobile";"Android";"Safari";484891;0.65806528;1;1526.5;484891.0;0.8;0.8;0.7;319090.0;15954500.0;326.615;0.153085
882;"51-100";"e-commerce";"influencer";24163;51;"35-54";"South America";"tablet";"iOS";"Chrome";455159;0.872910584;1;473.7843137;568948.75;0.7;0.9;0.9;397313.0;11919400.0;493.291;0.060816
883;"1-10";"manufacturing";"search engine";11055;8;"rural";"Africa";"desktop";"Android";"Firefox";295280;0.231297232;1;1381.875;421828.5714;0.9;0.8;0.8;68297.0;3414870.0;308.898;0.161867
884;"1-10";"technology";"email";7669;23;"18-34";"Asia-Pacific";"tablet";"iOS";"Firefox";55629;0.825214361;1;333.4347826;55629.0;0.7;0.9;0.8;45906.0;3672470.0;478.872;0.167059
885;"51-100";"retail";"content marketing";17028;71;"suburban";"Europe";"tablet";"iOS";"Chrome";450629;0.261854354;1;239.8309859;500698.8889;0.7;0.9;0.9;117999.0;3539980.0;207.891;0.144306
886;"1-10";"technology";"search engine";6008;36;"35-54";"South America";"tablet";"Windows";"Safari";351928;0.581003995;1;166.8888889;439910.0;0.7;0.7;0.7;204472.0;16357700.0;2722.66;0.029383
887;"51-100";"e-commerce";"influencer";20523;74;"18-34";"Europe";"desktop";"Android";"Chrome";199616;0.934664996;1;277.3378378;199616.0;0.9;0.8;0.9;186574.0;5597220.0;272.729;0.109999
888;"11-50";"services";"email";7199;50;"55+";"Asia-Pacific";"desktop";"Android";"Firefox";392790;0.51149482;1;143.98;654650.0;0.9;0.8;0.8;200910.0;16072800.0;2232.64;0.035832
889;"1-10";"finance";"content marketing";47319;66;"35-54";"North America";"tablet";"Windows";"Safari";491820;0.093410351;1;716.9545455;614775.0;0.7;0.7;0.7;45941.0;6891160.0;145.632;1.02999
890;"11-50";"e-commerce";"search engine";41207;7;"35-54";"Europe";"tablet";"Android";"Safari";367307;0.895809796;1;5886.714286;459133.75;0.7;0.8;0.7;329037.0;9871120.0;239.549;0.125235
891;"51-100";"finance";"email";43650;25;"35-54";"South America";"tablet";"iOS";"Firefox";497593;0.584969267;1;1746.0;621991.25;0.7;0.9;0.8;291077.0;43661500.0;1000.26;0.14996
892;"100+";"e-commerce";"influencer";24297;39;"urban";"Asia-Pacific";"desktop";"Android";"Chrome";127298;0.07115086;1;623.0;106081.6667;0.9;0.8;0.9;9057.0;271721.0;11.1833;2.68268
893;"100+";"finance";"content marketing";9695;89;"35-54";"South America";"desktop";"Android";"Chrome";361616;0.010528504;1;108.9325843;452020.0;0.9;0.8;0.9;3807.0;571091.0;58.9058;2.54662
894;"11-50";"manufacturing";"email";6006;42;"55+";"Asia-Pacific";"desktop";"Android";"Firefox";235266;0.261282841;1;143.0;392110.0;0.9;0.8;0.8;61471.0;3073550.0;511.746;0.0977046
895;"51-100";"technology";"influencer";12114;83;"18-34";"South America";"tablet";"iOS";"Safari";280105;0.120288655;1;145.9518072;280105.0;0.7;0.9;0.7;33693.0;2695480.0;222.509;0.359541
896;"11-50";"services";"influencer";49012;84;"35-54";"Asia-Pacific";"desktop";"Android";"Firefox";63244;0.628434706;1;583.4761905;79055.0;0.9;0.8;0.8;39745.0;3179580.0;64.8735;1.23316
897;"11-50";"e-commerce";"search engine";34795;30;"rural";"Africa";"tablet";"iOS";"Safari";448869;0.596715679;1;1159.833333;641241.4286;0.7;0.9;0.7;267847.0;8035420.0;230.936;0.129906
898;"100+";"services";"influencer";22527;89;"suburban";"South America";"mobile";"Windows";"Chrome";236255;0.840881015;1;253.1123596;262505.5556;0.8;0.7;0.9;198662.0;15893000.0;705.508;0.113394
899;"1-10";"e-commerce";"influencer";45320;31;"rural";"Asia-Pacific";"tablet";"iOS";"Chrome";357354;0.513361327;1;1461.935484;510505.7143;0.7;0.9;0.9;183452.0;5503550.0;121.438;0.24704
900;"1-10";"services";"social media";19027;17;"rural";"North America";"desktop";"Windows";"Chrome";120047;0.253120932;1;1119.235294;171495.7143;0.9;0.7;0.9;30386.0;2430910.0;127.761;0.626177
901;"11-50";"retail";"influencer";32796;15;"18-34";"Asia-Pacific";"mobile";"Windows";"Chrome";453027;0.050282614;1;2186.4;453027.0;0.8;0.7;0.9;22779.0;683381.0;20.8373;1.43975
902;"1-10";"retail";"content marketing";38992;12;"55+";"North America";"mobile";"iOS";"Firefox";206990;0.010504749;1;3249.333333;344983.3333;0.8;0.9;0.8;2174.0;65231.3;1.67294;17.9356
903;"1-10";"finance";"email";33454;64;"urban";"Europe";"mobile";"iOS";"Chrome";54422;0.925778309;1;522.71875;45351.66667;0.8;0.9;0.9;50383.0;7557410.0;225.904;0.663994
904;"11-50";"technology";"content marketing";42263;35;"55+";"Asia-Pacific";"mobile";"Windows";"Firefox";201654;0.144512508;1;1207.514286;336090.0;0.8;0.7;0.8;29142.0;2331320.0;55.1622;1.45024
905;"11-50";"technology";"content marketing";17441;79;"rural";"Europe";"tablet";"Windows";"Firefox";95698;0.499194743;1;220.7721519;136711.4286;0.7;0.7;0.8;47772.0;3821760.0;219.125;0.365088
906;"100+";"manufacturing";"search engine";35189;85;"urban";"Europe";"tablet";"Android";"Firefox";106359;0.794782984;1;413.9882353;88632.5;0.7;0.8;0.8;84532.0;4226620.0;120.112;0.41628
907;"100+";"manufacturing";"social media";5181;17;"18-34";"Africa";"desktop";"iOS";"Safari";77296;0.928633065;1;304.7647059;77296.0;0.9;0.9;0.7;71780.0;3588980.0;692.72;0.0721789
908;"11-50";"manufacturing";"social media";17812;29;"urban";"Asia-Pacific";"desktop";"Windows";"Chrome";330770;0.201695705;1;614.2068966;275641.6667;0.9;0.7;0.9;66715.0;3335740.0;187.275;0.266986
909;"11-50";"finance";"content marketing";27716;32;"18-34";"Africa";"desktop";"iOS";"Safari";44088;0.231932508;1;866.125;44088.0;0.9;0.9;0.7;10225.0;1533820.0;55.3405;2.71061
910;"11-50";"services";"email";45218;7;"55+";"Africa";"desktop";"iOS";"Safari";22856;0.179749593;1;6459.714286;38093.33333;0.9;0.9;0.7;4108.0;328669.0;7.26853;11.0073
911;"11-50";"e-commerce";"social media";40713;87;"rural";"Europe";"mobile";"Windows";"Firefox";194045;0.158930947;1;467.9655172;277207.1429;0.8;0.7;0.8;30840.0;925193.0;22.7247;1.32014
912;"11-50";"technology";"social media";31633;53;"55+";"South America";"desktop";"Windows";"Chrome";369988;0.454955198;1;596.8490566;616646.6667;0.9;0.7;0.9;168328.0;13466200.0;425.702;0.187925
913;"51-100";"services";"content marketing";15939;47;"urban";"Europe";"desktop";"iOS";"Firefox";472147;0.635905235;1;339.1276596;393455.8333;0.9;0.9;0.8;300241.0;24019300.0;1506.95;0.0530874
914;"11-50";"finance";"social media";15072;29;"suburban";"Europe";"tablet";"Android";"Chrome";426489;0.706260835;1;519.7241379;473876.6667;0.7;0.8;0.9;301212.0;45181900.0;2997.74;0.0500378
915;"11-50";"finance";"search engine";49562;11;"rural";"North America";"mobile";"Windows";"Safari";44446;0.32719859;0;4505.636364;63494.28571;0.8;0.7;0.7;14543.0;2181400.0;44.0136;3.40796
916;"11-50";"e-commerce";"content marketing";13846;56;"rural";"South America";"desktop";"iOS";"Safari";374062;0.623811315;1;247.25;534374.2857;0.9;0.9;0.7;233344.0;7000320.0;505.585;0.0593373
917;"11-50";"e-commerce";"social media";8686;15;"55+";"Europe";"mobile";"Android";"Firefox";113650;0.002368681;1;579.0666667;189416.6667;0.8;0.8;0.8;269.0;8076.02;0.929774;32.29
918;"100+";"manufacturing";"social media";34998;10;"urban";"South America";"desktop";"iOS";"Chrome";183056;0.888273157;1;3499.8;152546.6667;0.9;0.9;0.9;162604.0;8130190.0;232.304;0.215235
919;"51-100";"technology";"social media";31775;77;"35-54";"North America";"mobile";"iOS";"Firefox";300434;0.869752168;1;412.6623377;375542.5;0.8;0.9;0.8;261303.0;20904200.0;657.884;0.121602
920;"1-10";"services";"content marketing";24215;71;"18-34";"South America";"mobile";"Windows";"Firefox";147125;0.544085593;0;341.056338;147125.0;0.8;0.7;0.8;80049.0;6403890.0;264.46;0.302502
921;"100+";"healthcare";"email";32984;86;"35-54";"Asia-Pacific";"tablet";"Android";"Safari";324738;0.243370329;1;383.5348837;405922.5;0.7;0.8;0.7;79032.0;11854700.0;359.409;0.41735
922;"11-50";"retail";"influencer";48195;63;"35-54";"North America";"desktop";"iOS";"Firefox";46034;0.972227525;1;765.0;57542.5;0.9;0.9;0.8;44756.0;1342670.0;27.859;1.07684
923;"100+";"services";"social media";30297;31;"35-54";"South America";"desktop";"Android";"Firefox";154053;0.8106416;1;977.3225806;192566.25;0.9;0.8;0.8;124882.0;9990540.0;329.754;0.242605
924;"51-100";"e-commerce";"influencer";36619;64;"urban";"Africa";"mobile";"Android";"Chrome";361984;0.016954039;1;572.171875;301653.3333;0.8;0.8;0.9;6137.0;184113.0;5.02779;5.96692
925;"11-50";"finance";"influencer";47160;12;"55+";"South America";"desktop";"Windows";"Chrome";332940;0.469641189;1;3930.0;554900.0;0.9;0.7;0.9;156362.0;23454400.0;497.336;0.301608
926;"1-10";"services";"social media";34552;20;"rural";"North America";"tablet";"iOS";"Chrome";274740;0.102078232;1;1727.6;392485.7143;0.7;0.9;0.9;28045.0;2243600.0;64.934;1.23202
927;"11-50";"finance";"social media";48422;69;"35-54";"Africa";"mobile";"iOS";"Firefox";115061;0.132240889;1;701.7681159;143826.25;0.8;0.9;0.8;15216.0;2282370.0;47.1349;3.18231
928;"11-50";"manufacturing";"influencer";29885;81;"urban";"South America";"mobile";"Windows";"Chrome";204995;0.001308364;1;368.9506173;170829.1667;0.8;0.7;0.9;268.0;13410.4;0.448734;111.511
929;"51-100";"retail";"email";22409;71;"55+";"South America";"tablet";"Windows";"Firefox";307309;0.687712636;1;315.6197183;512181.6667;0.7;0.7;0.8;211340.0;6340210.0;282.931;0.106033
